t,x,y,z,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad
0.937030,-0.792263,-0.044588,0.580269,-0.002900,-0.005235,-0.957900,0.287038,0.008365,-0.008561,-2.559351
0.945702,-0.793119,-0.045193,0.580374,-0.002779,-0.005146,-0.957921,0.286972,0.008264,-0.008278,-2.559487
0.969516,-0.794088,-0.045605,0.580885,-0.002670,-0.005170,-0.957959,0.286845,0.008374,-0.008081,-2.559752
0.993615,-0.796555,-0.047578,0.605512,-0.002462,-0.004994,-0.958047,0.286558,0.008158,-0.007581,-2.560350
0.994578,-0.798360,-0.048496,0.605530,-0.002287,-0.004863,-0.958131,0.286280,0.008011,-0.007166,-2.560929
1.389852,-0.799433,-0.049023,0.605510,-0.002153,-0.004786,-0.958157,0.286195,0.007939,-0.006865,-2.561105
1.389991,-0.800318,-0.049464,0.605496,-0.002138,-0.004740,-0.958161,0.286184,0.007859,-0.006811,-2.561128
1.420905,-0.800240,-0.048896,0.597015,-0.002455,-0.004852,-0.958187,0.286090,0.007894,-0.007481,-2.561326
1.421430,-0.801039,-0.049330,0.597024,-0.002572,-0.004864,-0.958168,0.286155,0.007850,-0.007713,-2.561191
1.421541,-0.801981,-0.049864,0.597053,-0.002682,-0.004860,-0.958144,0.286233,0.007779,-0.007922,-2.561028
1.421657,-0.802718,-0.050296,0.597084,-0.002717,-0.004855,-0.958124,0.286298,0.007749,-0.007986,-2.560893
1.421752,-0.804359,-0.051269,0.597156,-0.002807,-0.004968,-0.958074,0.286463,0.007911,-0.008225,-2.560548
1.421852,-0.805041,-0.051654,0.597193,-0.002850,-0.005035,-0.958060,0.286510,0.008016,-0.008346,-2.560451
1.421982,-0.805875,-0.052104,0.597251,-0.002846,-0.005057,-0.958053,0.286533,0.008060,-0.008351,-2.560405
1.422069,-0.806560,-0.052458,0.597323,-0.002813,-0.005046,-0.958053,0.286533,0.008057,-0.008281,-2.560403
