t,x,y,z,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad
3.173376,-1.012036,-0.169128,0.579180,0.004221,0.004133,0.963496,-0.267657,0.005706,-0.010346,-2.599691
3.173726,-1.012830,-0.169613,0.579245,0.004295,0.004127,0.963531,-0.267531,0.005655,-0.010485,-2.599953
3.220024,-1.013818,-0.170204,0.579301,0.004393,0.004097,0.963563,-0.267416,0.005546,-0.010657,-2.600192
3.220058,-1.014635,-0.170677,0.579339,0.004468,0.004035,0.963585,-0.267334,0.005388,-0.010769,-2.600362
3.220069,-1.015639,-0.171255,0.579397,0.004511,0.003934,0.963613,-0.267236,0.005171,-0.010796,-2.600564
3.220079,-1.015933,-0.170602,0.602393,0.004470,0.003813,0.963861,-0.266341,0.004970,-0.010649,-2.602420
3.220089,-1.016873,-0.171236,0.602481,0.004400,0.003808,0.963872,-0.266301,0.004998,-0.010510,-2.602503
3.241464,-1.017625,-0.171768,0.602560,0.004302,0.003852,0.963876,-0.266290,0.005136,-0.010344,-2.602527
3.242161,-1.018826,-0.172628,0.602355,0.004136,0.003976,0.963872,-0.266303,0.005462,-0.010091,-2.602501
3.287876,-1.019598,-0.173133,0.602429,0.004034,0.004046,0.963873,-0.266299,0.005651,-0.009932,-2.602508
3.287888,-1.018161,-0.171375,0.595795,0.004256,0.004278,0.964030,-0.265726,0.005987,-0.010480,-2.603699
3.287901,-1.019650,-0.172160,0.595921,0.004341,0.004427,0.964041,-0.265680,0.006229,-0.010723,-2.603796
3.301310,-1.020524,-0.172558,0.595984,0.004527,0.004506,0.964050,-0.265645,0.006283,-0.011124,-2.603870
3.302147,-1.021243,-0.172867,0.596033,0.004688,0.004544,0.964055,-0.265622,0.006272,-0.011454,-2.603919
3.347884,-1.022119,-0.173244,0.596091,0.004829,0.004563,0.964061,-0.265597,0.006233,-0.011734,-2.603971
3.347901,-1.023788,-0.174250,0.595769,0.005020,0.004464,0.964108,-0.265425,0.005944,-0.012049,-2.604326
3.380599,-1.024690,-0.174756,0.595811,0.005132,0.004417,0.964137,-0.265319,0.005794,-0.012240,-2.604547
3.380979,-1.025432,-0.175208,0.595853,0.005188,0.004336,0.964168,-0.265205,0.005609,-0.012304,-2.604781
3.423861,-1.026334,-0.175796,0.595927,0.005215,0.004215,0.964215,-0.265036,0.005365,-0.012291,-2.605131
3.423872,-1.031683,-0.178717,0.647470,0.005178,0.003831,0.964426,-0.264275,0.004652,-0.012013,-2.606704
3.423880,-1.032693,-0.179412,0.647523,0.005057,0.003734,0.964457,-0.264164,0.004531,-0.011728,-2.606934
3.428585,-1.034715,-0.180608,0.652151,0.004654,0.003744,0.964484,-0.264073,0.004765,-0.010955,-2.607124
3.429109,-1.035686,-0.181327,0.652204,0.004495,0.003828,0.964447,-0.264209,0.005009,-0.010694,-2.606843
3.475902,-1.037333,-0.182562,0.652214,0.004366,0.004011,0.964367,-0.264503,0.005426,-0.010543,-2.606235
